t,ok,fresh,n_cams,x,y,yaw,v,gap,age,r0,r1,f0,f1
1.00000761449337e-06,True,True,2,1.6481669226232483,0.9044341957162965,-179.5378988226965,0.0,1.942011056907808,0.0,True,True,3,3
0.14191430000937544,True,True,2,1.6477019847355805,0.9049078224990655,-179.49044650550286,4.676756032003962,4.0574345579816695,0.0,True,True,3,4
0.22053299999970477,True,True,2,1.6480014352260428,0.9060378422355141,-179.47504608827222,14.869530818358124,4.155040029031202,0.0,True,True,4,4
0.3028824000066379,True,True,2,1.64883408068049,0.9049761904294406,-179.4141213012606,16.384128037864155,1.4191786541677731,0.0,True,True,4,3
0.38147269999899436,True,True,2,1.6487241189867143,0.9051500700509569,-179.35218726974273,2.617779799698331,1.7950678719822102,0.0,True,True,4,3
0.4685786000045482,True,True,2,1.6487422705438428,0.9050659165264364,-179.4103697498125,0.9883242907034298,1.6569319136990983,0.0,True,True,4,3
0.540329000010388,True,True,2,1.6486702526401973,0.9051491441090297,-179.43257909040892,1.5339417325407119,1.834127250784326,0.0,True,True,4,3
0.6172644000034779,True,True,2,1.648718586127505,0.905091701985684,-179.39316588331008,0.9757726113791237,1.541852911288546,0.0,True,True,4,3
0.6897454999998445,True,True,2,1.6487427857535726,0.9050986351023615,-179.43876769294428,0.34730709396560766,1.72516138172217,0.0,True,True,4,3
0.7618516000075033,True,True,2,1.6487638684377703,0.9051042409373361,-179.38326688963218,0.3025436962173173,1.605959500729112,0.0,True,True,4,3
0.8405934000038542,True,True,2,1.6488515014817657,0.9050172542418382,-179.37706937091207,1.568108016086376,1.266927027615085,0.0,True,True,4,3
0.9158086000097683,True,True,2,1.6487285952880042,0.9052275042866825,-179.44027070012726,3.237889766186151,1.9776483212917535,0.0,True,True,4,3
0.9912373999977717,True,True,2,1.6488081256676648,0.9050540294769244,-179.45529829256043,2.5300224253320565,1.46185704415868,0.0,True,True,4,3
1.0728979999985313,True,True,2,1.6488365223529442,0.9050687590819569,-179.40166034341587,0.39173819951964367,1.4849366985668566,0.0,True,True,4,3
1.1422898000018904,True,True,2,1.648712781080702,0.9050783746868991,-179.509306106488,1.7886019886413331,1.7172276870189505,0.0,True,True,4,3
1.2113791000010679,True,True,2,1.6488566698028624,0.9050199846126189,-179.48673537566145,2.2475953181393846,1.2978462309929333,0.0,True,True,4,3
1.2814789999974892,True,True,2,1.6486905472703133,0.9052018861481116,-179.42014693737303,3.514170224369328,1.817207288585677,0.0,True,True,4,3
1.3576029000105336,True,True,2,1.6486768535492866,0.9051547937318389,-179.427028465232,0.6442520382577946,1.897504508062893,0.0,True,True,4,3
1.4278495000035036,True,True,2,1.6485808300634366,0.9051869385035798,-179.3968723444337,1.4415079157263173,1.977885014140778,0.0,True,True,4,3
1.502332700008992,True,True,2,1.6481790605493691,0.9043776258962352,-179.549884318487,12.130946040991443,1.8995744307155469,0.0,True,True,3,3
1.582155199997942,True,True,2,1.6480809066714548,0.9045048358801681,-179.49249240742859,2.012907845906175,2.1893653531707327,0.0,True,True,3,3
1.6615479000029154,True,True,2,1.6479918332704249,0.9044050489312434,-179.48869057582965,1.684778752454878,2.413232485621317,0.0,True,True,3,3
1.738377000001492,True,True,2,1.6482852104080588,0.9046037548098683,-179.55153544493578,4.61200560933807,2.105151375907216,0.0,True,True,3,3
1.8114055000041844,True,True,2,1.6480559784578033,0.9044442457331158,-179.4956085627964,3.8240915795646493,2.3444314605541092,0.0,True,True,3,3
1.886961700001848,True,True,2,1.6489235717858457,0.9052674034284229,-179.37811466912063,15.828672381728664,1.608511817687943,0.0,True,True,4,3
1.961518399999477,True,True,2,1.648790078498321,0.905015769987208,-179.44530464341545,3.82058981714397,1.6234603614903866,0.0,True,True,4,3
2.037481300008949,True,True,2,1.6488614431915378,0.9049797986553414,-179.3976097977503,1.0520636880965717,1.31734706611482,0.0,True,True,4,3
2.116377199999988,True,True,2,1.6487580104195847,0.9051638711827541,-179.41739497755447,2.676212730469287,1.792866691062068,0.0,True,True,4,3
2.185887700004969,True,True,2,1.6486903562850608,0.9050811276397485,-179.44582133593053,1.5376256740781495,1.7099887935092062,0.0,True,True,4,3
2.268760699997074,True,True,2,1.6479919976008282,0.9057708174986995,-179.42280598820162,11.8436363916189,3.855803274254662,0.0,True,True,3,4
2.3438885000068694,True,True,2,1.6481604159794865,0.9056312536234329,-179.38609278233946,2.9114392926037422,3.837390687595382,0.0,True,True,3,4
2.419977600002312,True,True,2,1.647861863628189,0.9057371234543131,-179.31438136209817,4.163118496800987,4.365978717676342,0.0,True,True,3,4
2.489853699997184,True,True,2,1.6469129852581919,0.9055622367468171,-179.44653158862081,13.808159926011893,4.002466817986158,0.0,True,True,3,4
2.562053300003754,True,True,2,1.6459730778043524,0.9057536396761913,-179.54201685840656,13.285366626245585,4.4611293632049245,0.0,True,True,3,4
2.6294308000069577,True,True,2,1.6450605212405507,0.9058703975649425,-179.43423222010193,13.654344411059505,3.931224944357563,0.0,True,True,4,3
2.702590600005351,True,True,2,1.6451403275628929,0.9057993670024846,-179.56398848304724,1.460339532087748,3.9354995455855675,0.0,True,True,3,3
2.7682972000038717,True,True,2,1.6449848372489853,0.9059154617405839,-179.55172764833532,2.953273264064597,4.081929163487352,0.0,True,True,4,4
2.8388455000094837,True,True,2,1.6448478628787708,0.9059760157451827,-179.55042558550718,2.122834478600096,4.016992416897206,0.0,True,True,4,3
2.910574599998654,True,True,2,1.644342581507457,0.9058874448585591,-179.56837524132607,7.151706134128618,4.59688085162253,0.0,True,True,4,3
2.9813185000093654,True,True,2,1.6427717348202786,0.9058374570253482,-179.65053659850935,22.21593448576884,4.99430372098599,0.0,True,True,3,4
3.0456774000049336,True,True,2,1.639536958756966,0.9060749542601858,-179.76836478551263,50.39680399180011,4.3780434803918515,0.0,True,True,4,3
3.1240930000058142,True,True,2,1.6376320750784366,0.9060901261717811,179.83220237462353,24.29292255302105,5.175343259676809,0.0,True,True,4,3
3.1958964000077685,True,True,2,1.632238008277916,0.9054604261774882,179.02041892377474,75.63287828163125,4.18085761072458,0.0,True,True,4,3
