t,ok,fresh,n_cams,x,y,yaw,v,gap,age,r0,r1,f0,f1
7.999915396794677e-07,True,True,2,0.14261416571357166,0.9133608920548334,2.469226267403542,0.0,2.5728116262458265,0.0,True,True,4,4
0.14571869999053888,True,True,2,0.14265021528643151,0.9133979090843175,2.4273620185165328,0.35459211781085476,2.5035592713995523,0.0,True,True,4,4
0.2396081999904709,True,True,2,0.1426253230623157,0.913344472134984,2.438925904632981,0.6278682539898034,2.520715920609227,0.0,True,True,4,4
0.32463049999205396,True,True,2,0.14256987107250493,0.913297522562551,2.451644702217834,0.8545758449658591,2.4652533072278198,0.0,True,True,4,4
0.41129519999958575,True,True,2,0.14257655768262478,0.913345257173749,2.464286288568701,0.5561741106933147,2.3312801845171314,0.0,True,True,4,4
0.48913999999058433,True,True,2,0.14259354621363937,0.9132331698217587,2.4271833499315676,1.4563268994607828,2.5030100918699283,0.0,True,True,4,4
0.5725220000022091,True,True,2,0.14259732093400146,0.913319666766876,2.470006620705817,1.0383448488685534,2.363309731710538,0.0,True,True,4,4
0.6522939999995288,True,True,2,0.14250923822526787,0.9133333442562211,2.473204896174167,1.1174134320092382,2.450399890011266,0.0,True,True,4,4
0.7348023999948055,True,True,2,0.14258822607679086,0.913300671444501,2.435902945403086,1.0359989189092969,2.4387973181435276,0.0,True,True,4,4
0.8256756999908248,True,True,2,0.14258021777630425,0.9132606052115114,2.4930047596750455,0.44962305811957665,2.409109984694813,0.0,True,True,4,4
0.912093899998581,True,True,2,0.14260598395561128,0.9132521055215095,2.4531020484058104,0.31396064051988193,2.547943494713136,0.0,True,True,4,4
0.9992332999972859,True,True,2,0.1425826135854154,0.9132396797142808,2.444885113055193,0.3037475040043349,2.391421539837398,0.0,True,True,4,4
1.0903703999938443,True,True,2,0.14255347375576147,0.9132027249010722,2.472022094978456,0.5163817263888679,2.355397776336931,0.0,True,True,4,4
1.1828147999913199,True,True,2,0.1426017404812589,0.9132726294589257,2.4367459388813586,0.918919365278543,2.5328093658561572,0.0,True,True,4,4
1.2636580999969738,True,True,2,0.14260796517014065,0.9132925475853072,2.4262416725451885,0.25813050512220875,2.4842083226081546,0.0,True,True,4,4
1.3418412000028184,True,True,2,0.14260397951494305,0.9132625414342121,2.361924611581088,0.38716419412366715,2.5605684777111075,0.0,True,True,4,4
